CustomerKey,ProductKey,OrderQuantity,OrderDate,PromotionKey,UnitPrice,TaxAmt,Total Sales,SalesTerritoryKey
11029,347,2,1/22/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",9
11239,351,2,1/22/2015 0:00,1,"$1,687.50 ",$270.00 ,"$3,645 ",10
11601,311,2,1/22/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",7
11607,311,2,1/22/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",7
16484,314,2,1/22/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
16623,312,2,1/22/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
25857,344,2,1/22/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",1
25865,351,2,1/22/2015 0:00,1,"$1,687.50 ",$270.00 ,"$3,645 ",1
27667,310,2,1/22/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
29385,344,2,1/22/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",8
16345,312,4,1/23/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
16521,310,4,1/23/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
16636,312,4,1/23/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
17956,342,4,1/23/2015 0:00,1,$174.77 ,$55.93 ,$755 ,7
27615,312,4,1/23/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",4
11593,312,1,1/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13583,311,1,1/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
21710,311,1,1/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
13585,310,1,1/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
14510,328,1,1/25/2015 0:00,1,$699.10 ,$55.93 ,$755 ,1
16523,312,1,1/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
21741,314,1,1/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
11004,345,1,1/26/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
11026,346,1,1/26/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
11611,312,1,1/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13259,313,1,1/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
16350,310,1,1/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
11006,346,1,1/27/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
16494,311,1,1/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16496,314,1,1/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16519,310,1,1/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16528,312,1,1/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25866,350,1,1/27/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",1
27662,312,1,1/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28390,350,1,1/27/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",7
11008,348,1,1/28/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
14558,338,1,1/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,1
16349,313,1,1/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
19942,342,1,1/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,10
25250,338,1,1/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
27651,312,1,1/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
27663,310,1,1/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
27669,313,1,1/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
11028,349,2,1/29/2015 0:00,1,"$1,687.50 ",$270.00 ,"$3,645 ",9
13584,310,2,1/29/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",10
16347,311,2,1/29/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
27605,310,2,1/29/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
27611,310,2,1/29/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
11009,350,4,1/30/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",9
19802,348,4,1/30/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",6
21727,310,4,1/30/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",6
26620,324,4,1/30/2015 0:00,1,$174.77 ,$55.93 ,$755 ,6
28393,348,4,1/30/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",7
13406,314,1,1/31/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
16630,312,1,1/31/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
17957,326,1,1/31/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
27641,313,1,1/31/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
27673,311,1,1/31/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12124,314,1,2/1/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13546,310,1,2/1/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
16743,313,1,2/1/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
22041,313,1,2/1/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
28066,313,1,2/1/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12132,310,1,2/2/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
16661,314,1,2/2/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
28018,312,1,2/2/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
11055,351,1,2/3/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
16662,314,1,2/3/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16740,313,1,2/3/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25270,322,1,2/3/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
11031,347,1,2/4/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
11034,346,1,2/4/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
13548,313,1,2/4/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
16741,314,1,2/4/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
28038,312,1,2/4/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
16659,312,2,2/5/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
16686,310,2,2/5/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
17047,312,2,2/5/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
20048,334,2,2/5/2015 0:00,1,$349.55 ,$55.93 ,$755 ,10
25294,336,2,2/5/2015 0:00,1,$349.55 ,$55.93 ,$755 ,9
28065,311,2,2/5/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
11047,345,4,2/6/2015 0:00,1,$850.00 ,$272.00 ,"$3,672 ",9
11054,344,4,2/6/2015 0:00,1,$850.00 ,$272.00 ,"$3,672 ",9
13600,314,4,2/6/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",10
14565,338,4,2/6/2015 0:00,1,$174.77 ,$55.93 ,$755 ,4
16675,310,4,2/6/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
16687,313,4,2/6/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
16712,310,4,2/6/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
17051,310,4,2/6/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
16639,312,1,2/7/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16696,311,1,2/7/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
27726,310,1,2/7/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28014,311,1,2/7/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
11030,344,1,2/8/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
13602,311,1,2/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
13661,314,1,2/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
20049,342,1,2/8/2015 0:00,1,$699.10 ,$55.93 ,$755 ,10
11035,348,1,2/9/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
11046,349,1,2/9/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
16658,312,1,2/9/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
28068,313,1,2/9/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
11038,351,1,2/10/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
11039,347,1,2/10/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
16685,314,1,2/10/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16745,312,1,2/10/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
28031,311,1,2/10/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28076,312,1,2/10/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
16657,314,1,2/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16684,311,1,2/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
28040,313,1,2/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
28067,313,1,2/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28071,310,1,2/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
13540,312,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",8
13687,312,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",10
16703,312,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
21939,314,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",6
28039,312,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
28063,310,2,2/12/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
11048,351,4,2/13/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",9
14576,322,4,2/13/2015 0:00,1,$174.77 ,$55.93 ,$755 ,1
16664,314,4,2/13/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
25271,342,4,2/13/2015 0:00,1,$174.77 ,$55.93 ,$755 ,9
28030,310,4,2/13/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",1
13515,313,1,2/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
13545,311,1,2/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
28017,314,1,2/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
28070,310,1,2/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
11244,344,1,2/15/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",10
16638,311,1,2/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16660,310,1,2/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25872,344,1,2/15/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",1
28042,310,1,2/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28083,312,1,2/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
16929,314,1,2/17/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
11033,348,1,2/18/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
21813,312,1,2/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
27681,314,1,2/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
27920,310,1,2/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28022,310,1,2/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28047,311,1,2/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
14572,336,2,2/19/2015 0:00,1,$349.55 ,$55.93 ,$755 ,4
16744,310,2,2/19/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
19325,342,2,2/19/2015 0:00,1,$349.55 ,$55.93 ,$755 ,8
25555,320,2,2/19/2015 0:00,1,$349.55 ,$55.93 ,$755 ,9
26629,334,2,2/19/2015 0:00,1,$349.55 ,$55.93 ,$755 ,6
27918,311,2,2/19/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
28044,313,2,2/19/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
28061,310,2,2/19/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
11052,349,4,2/20/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",9
13514,310,4,2/20/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",8
13680,310,4,2/20/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",10
16928,312,4,2/20/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
27678,312,4,2/20/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",1
27759,314,4,2/20/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",1
11032,348,1,2/21/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
11247,350,1,2/21/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",10
13693,311,1,2/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
16701,310,1,2/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16931,311,1,2/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25876,350,1,2/21/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",1
27917,313,1,2/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
28078,310,1,2/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
16663,314,1,2/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16708,314,1,2/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
17045,310,1,2/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
19830,349,1,2/22/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",6
22008,313,1,2/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
11050,350,1,2/23/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
17048,312,1,2/23/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
21921,310,1,2/23/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
11243,344,1,2/24/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",10
12131,311,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13689,313,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
16693,314,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16702,313,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16707,312,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
17046,310,1,2/24/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25272,328,1,2/24/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
25868,344,1,2/24/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",4
11057,351,1,2/25/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
16742,313,1,2/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
17971,342,1,2/25/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
13678,313,2,2/26/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",10
13679,311,2,2/26/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",10
13690,314,2,2/26/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",10
16713,314,2,2/26/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
25878,344,2,2/26/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",4
28064,313,2,2/26/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
28394,344,2,2/26/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",7
13538,314,4,2/27/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",8
17050,310,4,2/27/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
11044,351,1,2/28/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
11056,350,1,2/28/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
11240,344,1,2/28/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",10
13541,313,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
13542,314,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
13543,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
13559,314,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
13691,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
14577,338,1,2/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,1
16637,314,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16656,311,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16688,313,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
16691,313,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
17049,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
19329,338,1,2/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,8
19829,349,1,2/28/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",6
22050,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
25273,342,1,2/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
25867,344,1,2/28/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",4
27919,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
28041,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
28062,310,1,2/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
